MAINTAIN,CLASS,the_geom,EQUIP,LENGTH,PLAN_AREA_,STREET,FROM_,TO_,COMMUNITY,SD,JOIN_ID,PIW_PROJEC,PLANNING_A,PHASE,SOURCE_RAT,STATUS,PROJECT_NA,CITY,ZIP_CODE,BMP_SEGMEN,INPROJECTY,PROJECT_CL,INTERIM_CL,COG,REGIONAL_B,UPDATED_UN,ATSPROJECT,ACOE,PRIORITY,RMD_CONTAC,RMD_CONT_1,RMD_CONT_2,RMD_CONT_3,OSD_CONTAC,OSD_CONT_1,SWMD_CONTA,SWMD_CON_1,SWMD_CON_2,BL_WIDTH,BL_BUFFERE,N_BUFFER,S_BUFFER,W_BUFFER,E_BUFFER,PARKING,N_PARKING,S_PARKING,W_PARKING,E_PARKING,PARKING_CO,BL_COMMENT,SHAPE_LEN
,3,"MULTILINESTRING ((-118.36131088511057 33.93456659177814, -118.36131230824884 33.934514018840076, -118.36131195711286 33.93367214147061, -118.36131310164899 33.93278527615848, -118.36131269259369 33.93209985807304, -118.36131257699083 33.9318994321613, -118.36131275697322 33.93180045821124, -118.36131316552041 33.93157487045251, -118.36131356671878 33.931367032086946, -118.36131354400473 33.93133323377098, -118.3613135211361 33.93124882179015, -118.36131336643683 33.930934607770894))",0,0.25033439,26,Inglewood Avenue,112th Street,Imperial Hwy,,2,SB26_1,,South Bay,2,,unfunded,,,,,,,0,South Bay Cities,,30000,1957,,,,,,,,,,,,0,,0,0,0,0,,0,0,0,0,,,1321.76556287
LA County,1,"MULTILINESTRING ((-118.02802933438024 34.03893918628555, -118.02736417475185 34.03924864372576, -118.02694144453176 34.03945595031777, -118.02667892338556 34.03952980956838, -118.02590503590274 34.03987343682362, -118.02385884121946 34.04076471268634, -118.02235383665591 34.041417961881585, -118.02153201375937 34.041771210375586, -118.02043989877245 34.04224179271303, -118.02020124644935 34.0423724050762, -118.0200205425498 34.04243204246052, -118.01923647981137 34.04274262335144, -118.01884040740438 34.04291236667396, -118.01861926115417 34.04306241651009, -118.01829086150398 34.043164568215055, -118.01744299223604 34.04362461374097, -118.01650539704842 34.044169737981754, -118.01577237207525 34.04465238156175, -118.01486546120887 34.04531954322569, -118.01453481659877 34.04557151525028, -118.01422457163267 34.04583775224242, -118.01403356925131 34.04605197580653, -118.01367899090489 34.04639263695256, -118.01351532618 34.04646929475256, -118.01312053048824 34.046842562047026, -118.01287094361352 34.047113704724815, -118.01260159852156 34.04739190617196, -118.01240045262803 34.04766726398114, -118.01223679928886 34.04786597479279, -118.01206291524117 34.04803346181335, -118.0118795250239 34.0482279564487, -118.01155937207925 34.04864463088412, -118.01134978760224 34.048908788634996, -118.0111286550149 34.04925538328531, -118.01077757052465 34.0498360335336, -118.01056277872907 34.05018518994484, -118.01044004451657 34.05039240933978, -118.0103514007318 34.050568404010775, -118.01017752489366 34.05088633105396, -118.00995592033404 34.05135186321481, -118.00978545710439 34.05170669021635, -118.00946499521719 34.052535557128245, -118.00920931130443 34.053265073545674, -118.00901157258426 34.05376750299956, -118.00869792405535 34.05469287789855, -118.00837282520737 34.0557206364237, -118.00830186726438 34.05594665245638, -118.00824410828731 34.05611874049645, -118.00823750821385 34.05614518789942, -118.00815994738049 34.05636948763472, -118.00807413098873 34.056606497399635, -118.00785133787844 34.05719661607652, -118.00781986820493 34.057283190432464))",679485,1.81230289,0,San Gabriel River Bike Path,,,,1,xWSG110_13,,,0,,existing,,,,,,,0,,,,1702,,,Stuart Lillich,Samia Hourany,Edward Lee,Joe Gaydosh,,,,,,0,,0,0,0,0,,0,0,0,0,,,9568.95924275
LA County,1,"MULTILINESTRING ((-118.05617880690296 34.020683830762344, -118.05618475570095 34.02068135205598, -118.05630611135182 34.02068129551243, -118.05658935150794 34.02080466685146, -118.05815279437262 34.01933556224038))",679474,0.16098489,0,San Gabriel River Bike Path,,,,1,xWSG110_02,,,0,,existing,,,,,,,0,,,,1703,,,Stuart Lillich,Samia Hourany,Edward Lee,Joe Gaydosh,,,,,,0,,0,0,0,0,,0,0,0,0,,,850.000230921
LA County,1,"MULTILINESTRING ((-118.06904220817633 34.004407801961726, -118.06909139059167 34.00435489927863, -118.06913372058435 34.004219224773585, -118.06914966506686 34.00408165175486, -118.06914261033353 34.00387244362086, -118.06916431961662 34.00376830379152, -118.06918720586835 34.00370333131207, -118.06919042310496 34.0034301118326, -118.0691981802775 34.003103394051685, -118.06920037733406 34.002985891043785, -118.0692014677368 34.002915196609585, -118.06923916230386 34.002727936245435, -118.06932493538895 34.00242123581403, -118.06947915195984 34.00190117918454, -118.06956825457789 34.00156613657418, -118.06977590372735 34.00079810157584, -118.06989764353607 34.00039856184042, -118.06994533674207 34.000224733951256, -118.07013077236026 33.99952793999791, -118.0701753286405 33.99936972231961, -118.07026167707498 33.99908818527997, -118.07030904476052 33.998950903271755, -118.07037872364438 33.99877406029412, -118.07050692003999 33.99843434247549, -118.0706605156089 33.9980571583081, -118.07104983975911 33.99709577476108, -118.07138207312431 33.99628959069479, -118.07151496223122 33.99596785500233, -118.07157697568478 33.995812535964205, -118.07153410489484 33.9957126068306, -118.07164247268204 33.9952833277931, -118.07170727524667 33.99514338183777))",769200,0.66122143,0,San Gabriel River Bike Path,,,,4,xG117_19,,,0,,existing,,,,,,,0,,,,1704,,,Eric Banuelos,An Dang,Shailesh Patel,Niall Moynihan,,,,,,0,,0,0,0,0,,0,0,0,0,,,3491.24915169
,1,"MULTILINESTRING ((-118.20504430653929 34.00781541263511, -118.20558941562462 34.00779145135724, -118.20632405734372 34.00771700047969, -118.20780166285356 34.0077054638352, -118.21008397693045 34.00766013392103, -118.21233674284409 34.00767372204603, -118.21306943327608 34.00775792975515, -118.21402034623743 34.007939115605005, -118.21492445525682 34.00823013220154, -118.21552458647515 34.008475833400965, -118.21558369752545 34.00853961108178, -118.21563902009173 34.00865920469927))",0,0.62584375,25,Los Angeles River Proposed Bicy,Bandini Boulevard,S. Downey Rd,,1,G25_3,,Gateway,2,,unfunded,,,,,,,0,Gateway Cities,yes,1000000,1705,,,,,,,,,,,,0,,0,0,0,0,,0,0,0,0,,,3304.45499953
,2,"MULTILINESTRING ((-118.29933968794273 33.83158091149955, -118.29027032633233 33.831602958974734))",0,0.52168125,0,Carson St,Normandie Ave,Vermont Ave,,,SB31_0,RDC0016229,,0,,funded,West Carson Community Bikeways,,,,,,0,,,,0,,,,,,,,,,,,0,,0,0,0,0,,0,0,0,0,,,2754.47702577
LA County,3,"MULTILINESTRING ((-118.36154413568393 33.92367850704704, -118.36563141458375 33.92366587395416))",0,0.23484804,24,120th Street,Felton Ave,Inglewood Ave,Del Aire,2,SB24_0,*RDC0014915,South Bay,2,,existing,"RDC0014915 Firestone Bl-Central Av/Graham Ave, Et Al.",,,,,,0,South Bay Cities,,30000,2211,,,,,,,,,,,,0,,0,0,0,0,,0,0,0,0,,,1239.99767571
,2,"MULTILINESTRING ((-118.2782443427967 33.92252356068235, -118.27824869621448 33.92135467610198, -118.27824940540907 33.921073364884215, -118.27826751728746 33.920075851840444, -118.27828028621317 33.91945688041878, -118.27828829178617 33.918887022538414, -118.27829240171526 33.91863868308441, -118.27829909427481 33.9176779282146, -118.27830204982092 33.91707065296958, -118.27832522110222 33.916654355137034, -118.27833780875136 33.916428263777256, -118.27834750651313 33.91537822657685, -118.2783573111378 33.91436253929693, -118.27836432990055 33.91349695135922, -118.27836381046897 33.91333825721841, -118.27835210489265 33.91229787158917, -118.27834472454424 33.91156181694554, -118.27833969234227 33.911038010099915, -118.27833930091482 33.91043005476434, -118.27834170991693 33.90916912962438, -118.27834116822778 33.909003923252875, -118.27835142683458 33.90713192758691, -118.27835377064494 33.90684822676407, -118.27836087422791 33.9055096686907, -118.27835697004072 33.904834726114295, -118.27835446599975 33.904079075909664, -118.27834252202778 33.901968409287406, -118.27834230989926 33.90190726801601, -118.27841920209413 33.9002522155358, -118.2784344691878 33.89989427549404, -118.27844373480895 33.89970396921163, -118.27850646628569 33.89824745016201, -118.27851868137053 33.89796131843195, -118.27853483949184 33.89737255260389, -118.27855403415087 33.896705111386346, -118.27858349368417 33.89564920915166, -118.27861536122823 33.89483300388799, -118.27865340343631 33.893884918936074, -118.27867147842483 33.892871958491874, -118.27867135200815 33.89284002759987, -118.27863710002575 33.891953906039085, -118.27861193781301 33.8913229979488, -118.27860115180516 33.891048937895135, -118.27853089181792 33.88924273784979, -118.2785074371765 33.88863172307014, -118.27835897251249 33.88558851394244))",0,2.54646178,13,Broadway,E. 121st Street,E. Alondra Blvd,West Rancho Dominguez,2,M13_0,,Metro,1,,unfunded,RDC0015961 West Rancho Dominguez Bikeway Access Improvements,,,,,,0,Gateway Cities,,165000,2199,,,,,,,,,,,,0,,0,0,0,0,,0,0,0,0,,,13445.3181932
LA County,3,"MULTILINESTRING ((-118.35839427663676 33.988565953379954, -118.35852381686279 33.988553911975195, -118.35888653110621 33.98852055203372, -118.35928060459061 33.988487781158724, -118.35939433123761 33.98847439496482, -118.35952456595912 33.98845407530696, -118.3596415582331 33.9884327664881, -118.35970254438276 33.98842056858178, -118.35984592128358 33.98838853940389, -118.35997110338673 33.988354159476955, -118.3600501815201 33.9883302135348, -118.36021159868956 33.98828096918936, -118.36058057816459 33.988166849373044, -118.36114890442411 33.9879989191814, -118.36166444405399 33.9878311317111, -118.36200872659668 33.98773528141897, -118.36221303281525 33.987682476447794, -118.36238767808746 33.98764105843696, -118.36251624394897 33.98761834793685, -118.36260531256032 33.987608231884174))",0,0.25189396,12,Slauson Avenue,Fairfax Avenue,La Brea Avenue,Ladera Heights,2,W12_1,*RDC0014451,Westside,2,,existing,"RDC0014451 La Brea Avenue, et al.",,,,,,0,Central Los Angeles,yes,30000,2200,,,,,,,,,,,,0,,0,0,0,0,,0,0,0,0,,,1330.00012358
,2,"MULTILINESTRING ((-118.0814886806699 34.1378176220391, -118.07890114049937 34.137829978383174, -118.07636315477376 34.137841904828505, -118.07377891663445 34.13785417275263, -118.07325018313468 34.137869587740624))",0,0.47218266,31,San Pasqual St,Madre St,Rosemead Blvd,East Pasadena/ East San Gabriel,5,WSG31_0,RDC0016245,West San Gabriel Valley,2,,funded,2015 CFP - East Pasadena,,,,,,0,San Gabriel Valley,,125000,2201,,yes,,,,,,,,,,0,,0,0,0,0,,0,0,0,0,,,2493.12443344
,2,"MULTILINESTRING ((-118.30906926047763 33.92403088394262, -118.3090702491985 33.92384506415781, -118.30907018891396 33.923830994214015, -118.30907118067371 33.92365888615648, -118.3090715224362 33.9234924839086, -118.30907232870734 33.92307565301515, -118.30907717221898 33.92214825887885, -118.30907673032688 33.92024330922659, -118.30908140375999 33.91928085240442, -118.30908079353719 33.91911427143817, -118.30908454972754 33.918346593371545, -118.30909599548403 33.917423284382224, -118.30908286118684 33.916995669709955, -118.30908689126277 33.916654370259664, -118.3090892966898 33.916450191049954))",0,0.52251432,42,Western Avenue,120th Street,El Segundo Boulevard,West Athens - Westmont,2,M42_0,*RDC0014552,Metro,2,,unfunded,"RDC0014552 108th Street, et al.",,,1.5,Y,3,0,South Bay Cities,yes,1700000,2202,,,,,,,,,,,,0,,0,0,0,0,,0,0,0,0,,,2758.87560236
,3,"MULTILINESTRING ((-118.04270837576071 33.9534211703904, -118.04480768048172 33.95132483774308, -118.04567277351384 33.950460330077284, -118.04568759002979 33.950437309253076, -118.04576994940292 33.95030091564647, -118.04600220759738 33.94994806119495, -118.04609281085267 33.949801009415374, -118.04613563816855 33.94972680908871, -118.04620643227783 33.94958870412254, -118.04624597452849 33.949499387827096, -118.04628053964277 33.94940869415977, -118.04632495802073 33.94926373261612, -118.0463512932158 33.94915654679796, -118.04638086714793 33.94900781149741, -118.04640879145845 33.948829891905994, -118.04646460763318 33.94840359228141, -118.04649582309187 33.948211247062126, -118.04649008552911 33.946790261098975, -118.04647839581756 33.94646395395583, -118.04647618038179 33.94549911794407, -118.04647376412002 33.94411042641156, -118.04647322126542 33.9431167395056, -118.04647269698101 33.942150203927866, -118.04647415668924 33.94181222487019, -118.0464798962234 33.94029540199329, -118.04648269906738 33.93937555944425, -118.04649414921904 33.93629386038209, -118.04649414871295 33.93627531164655, -118.04649667828504 33.93490515458897, -118.04650153259911 33.93173451016155, -118.04650151136624 33.93171010814944, -118.04650252247177 33.93053542240431, -118.0465021862555 33.929930890338284, -118.04650371480305 33.92678666437524, -118.04650477372753 33.92570711820834, -118.0465047038893 33.92561025199032, -118.04650115522068 33.925145867612294, -118.04647883623154 33.92457569310886, -118.04647731934965 33.922826427766466, -118.04647581498273 33.921956592613995, -118.04647566971683 33.92083391485184, -118.04647088989734 33.9203633556185, -118.04648432622099 33.919895941824464, -118.04651824599439 33.919623379487334, -118.04657393114522 33.91928658925662, -118.04657575819095 33.91927268925615, -118.0466341144069 33.918849439506154))",0,2.45424644,22,Carmenita Road,Mulberry Drive,Leffingwell Road,South Whittier,4,G22_0,,Gateway,2,,unfunded,2013 CFP - South Whittier,,,,,,0,Gateway Cities,yes,30000,2203,,yes,,,,,,,,,,0,,0,0,0,0,,0,0,0,0,,,12958.421223
,3,"MULTILINESTRING ((-117.97147987524068 34.00705372177564, -117.9714845933897 34.00703900013565, -117.97198003229795 34.00549378232145, -117.97228884255085 34.00452765213117, -117.97240443836006 34.00416632496147, -117.97272313578111 34.003201554299714, -117.97316902250158 34.001798879019574, -117.97360659906523 34.0004171616437, -117.97374501723027 33.99998528376155, -117.97439422300735 33.99795935390968))",0,0.64876682,24,Kwis Avenue,Three Palms Avenue,Newton Street,,4,ESG24_0,,East San Gabriel Valley,2,Connects to proposed facilities,unfunded,,,,,,,0,San Gabriel Valley,,30000,2204,,,,,,,,,,,,0,,0,0,0,0,,0,0,0,0,,,3425.4888117
,3,"MULTILINESTRING ((-118.07732877180862 34.11353845619995, -118.07743987829284 34.114005194218024, -118.0776519122462 34.114652503165765, -118.07803127607707 34.11581359158317, -118.07833776008793 34.11675418257659, -118.07863597506253 34.11766698453119, -118.07895075053796 34.11863126816273, -118.07912304288828 34.11915873530676, -118.07939807345576 34.12000010007884, -118.07986861684988 34.12144036852505), (-118.07928062934135 34.121571284594076, -118.07930331121956 34.122975731683624, -118.07930694878749 34.12320143571753, -118.07933146544421 34.12466739695652, -118.07933683870952 34.12498165597009, -118.0793594822193 34.12631198206366, -118.07937876063862 34.12748257177646, -118.07938481032934 34.12783138993109, -118.07941378299422 34.12956680265073, -118.07941557359167 34.12972343600062, -118.07941736863208 34.12986630041327, -118.07941577212918 34.12991544284864, -118.07941913710387 34.1299738197798, -118.07941256079712 34.13001435822749, -118.07940265299541 34.13003840399509, -118.07936468677782 34.130078630909736, -118.07932836251659 34.130105775401766, -118.07927552665852 34.13013912787024, -118.07918966805619 34.130187614044274, -118.07913517031008 34.130221322995354, -118.07908564668779 34.130258441619944, -118.07905427818216 34.13028971014606, -118.0789321811421 34.13043748855729, -118.07885954790487 34.13053165758336, -118.07879026803016 34.13062788951644, -118.07870446594727 34.13076328118675, -118.07864508670006 34.13087630796571, -118.07862203007673 34.13092717636428, -118.07858904307759 34.13101649107095, -118.07857094949077 34.13109550362171, -118.07856440838857 34.13114942634554, -118.07856287160597 34.13127310593579, -118.07856622426041 34.131342807352766, -118.07858126460047 34.13152519794724, -118.07858304577346 34.13163615358247, -118.07861784891054 34.131763195691974, -118.07865435044899 34.13191673324894, -118.07868751802796 34.13206062323155, -118.07873395361595 34.13223508012043, -118.07877205590214 34.13235423534333, -118.07883666285414 34.13252352916429, -118.07892606905762 34.13273026416405, -118.0791081760449 34.13312790356776, -118.07927373256786 34.133472630356195, -118.07946743024263 34.1338640883595, -118.07953199653794 34.13399457487515, -118.07976708608673 34.13447907790666, -118.07982504383159 34.13460818818075, -118.07993431504188 34.13486915412511, -118.0799823427043 34.13497182094411, -118.08004192722478 34.13508444041382, -118.08008661960172 34.135157231349766, -118.08013625468978 34.135227962014135, -118.08020075225275 34.13530727082965, -118.08032149439236 34.13543702912996, -118.08052823863275 34.13563714223213, -118.08062250360447 34.13573325217999, -118.08070521675788 34.13582592360016, -118.08088382973335 34.136018168430994, -118.08106247539533 34.13621725636461, -118.081173310559 34.13635355267998, -118.08124114221103 34.13644660433347, -118.08130238020871 34.13654306284817, -118.08134211632856 34.13661860065478, -118.0813769017689 34.13669655538069, -118.08141168097502 34.136789626854636, -118.08143985040674 34.13688404301312, -118.08145975167942 34.136965099620284, -118.08147304734001 34.137032412716785, -118.08148471456975 34.13712721059229, -118.08148807480613 34.13718182256805, -118.0814897883423 34.13726460635584, -118.08148346702562 34.13754109943757, -118.08148519417558 34.1376098106855, -118.0814886806699 34.1378176220391))",0,1.74009003,1,Madre Street/ Muscatel Avenue,San Pasqual Street,Longden Avenue,,5,WSG01_0,RDC0016245,West San Gabriel Valley,1,Continuation of existing facility (City of LA),funded,2015 CFP - East Pasadena,,,,,,0,San Gabriel Valley,,30000,2268,,yes,,,,,,,,,,0,,0,0,0,0,,0,0,0,0,,,9187.67537217
LA County,3,"MULTILINESTRING ((-118.10659553183297 34.17510214492826, -118.10590779787161 34.175061198722375, -118.1054763191577 34.17503100604709, -118.10423146150735 34.17494415438454, -118.10404629059583 34.174931254047806, -118.10371728564584 34.17490817739642, -118.10302295042037 34.17486273296878, -118.10286919530247 34.17485258186157, -118.10196986494145 34.174793568683505, -118.10178801077932 34.17478170981281, -118.10077461886756 34.174716247974814, -118.10029024027891 34.17468713033657, -118.10016459534657 34.17467967142053, -118.09963556635388 34.17465227683833, -118.09936114300801 34.17463944399326, -118.09878751134141 34.174613143460775, -118.09852959818205 34.17460132606258, -118.09821550072346 34.17458543629883, -118.09770633842928 34.17455974022793, -118.0972930531681 34.174534986417015, -118.09707150051237 34.17451695930187, -118.09701364683833 34.17451219775197, -118.09671771593683 34.17448223329867, -118.09650443322936 34.17445593331617, -118.09629281257763 34.17442383246516, -118.09610102658598 34.174387914441226, -118.09598857951953 34.174361212304355, -118.095864543521 34.17432420171679, -118.09546601221375 34.1741888430987), (-118.13182176161656 34.17845612966293, -118.1296826115263 34.1784611991295, -118.12855350883258 34.17846378325378, -118.12729218215293 34.17846681656723, -118.12523567495286 34.178471733772106, -118.12500278294218 34.17847226373195, -118.12317916816967 34.17847658687192, -118.12151777484748 34.17848031755858, -118.11811896697063 34.17850945295783, -118.11665759395719 34.17852219584209, -118.11589219429491 34.178528781564665, -118.11206687542264 34.17854956911833, -118.11112378466864 34.177937650219775, -118.11047351265977 34.17749997972167, -118.10875606459194 34.17634397080963, -118.10770371607778 34.175587203690455, -118.1072503578335 34.17526679862699, -118.10717095286488 34.175216361115915, -118.10712959879667 34.175193740086186, -118.10705516892304 34.17516185520261, -118.10699397515774 34.17514198170226, -118.10694436355402 34.175131371240404, -118.1069129475689 34.17512727573277, -118.10681708739278 34.17512015401372))",0,2.15828012,20,New York Drive,Lake Avenue,Altadena Drive,Altadena,5,WSG20_0,RDC0015777,West San Gabriel Valley,2,Continuation of existing facility (City of LA),existing,New York Dr-Lake Av/120 ft w/o Altadena Dr,,,,,,0,San Gabriel Valley,yes,30000,2269,,,,,,,,,,,,0,,0,0,0,0,,0,0,0,0,,,11395.7190195
